acid,country,year,quarter_of_year,month_of_year,week_of_year,freq_signup,freq_sportsapp,freq_survey,freq_raffle,freq_reviews,freq_email,freq_adiclub_email,freq_pn,freq_adiclub_pn,freq_transactions,freq_earn_points,freq_points_redemption,freq_rewards_redemption,freq_confirmed,freq_dotcom,freq_flagshipapp,freq_hype,freq_pdp,freq_plp,freq_add_to_cart,freq_preference,freq_wishlist,refresh_date
CRM5FB6DJZLP6E7U,GB,2022,4,12,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,2024-03-04
WEZ8CA6DS3V8645R,GB,2022,4,10,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2024-03-04
G6URJL76ZTELQVAJ,GB,2022,4,10,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,1,0,0,2024-03-04
W1XK9SREGW587GWH,GB,2022,4,10,43,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2024-03-04
5Z56WSJA620B052T,GB,2022,4,11,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,2024-03-04
MBCC965CHUEAUQZI,GB,2022,4,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2024-03-04
YBNGL3VTQ1XYD3S8,GB,2022,4,10,40,1,0,0,0,0,3,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,2024-03-04
T9QX2XLUE69OA2P1,GB,2022,4,10,40,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,3,2,0,0,2,2024-03-04
R1NRF6QR5JCAKIXB,GB,2022,4,12,51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-04
LAY4JZECLMY0HNZB,GB,2022,4,12,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,3,1,0,0,2024-03-04
YC0B75XTG0GLVBLA,GB,2022,4,10,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,2024-03-04
11DNTPY30P1H23U5,GB,2022,4,10,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,2024-03-04
MNUP1MBMB1BM1C3B,GB,2022,4,11,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2024-03-04
E062IPFHVMVA9OKJ,GB,2022,4,12,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2024-03-04
KHGN1YEHW3SM65LD,GB,2022,4,10,40,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2024-03-04
J5FP3B46J4R889F3,GB,2022,4,10,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,1,2024-03-04
S16E3P26KRMQW18P,GB,2022,4,10,43,1,0,0,0,0,4,0,0,0,1,1,0,0,0,3,0,0,3,1,1,0,0,2024-03-04
U0PCX8WYGT3YGOSG,GB,2022,4,10,40,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2024-03-04
0M568VBWOAXKQG5T,GB,2022,4,10,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,0,2024-03-04
V8IE3AJ7C2AJ8M09,GB,2022,4,12,50,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,2024-03-04
9S7AT7UW6HWFKIA6,GB,2022,4,10,40,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,2024-03-04
NYA60ELVNGBV49JO,GB,2022,4,10,43,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,8,0,2,2,1,0,0,2024-03-04
3IBHZWV1IU8WATBH,GB,2022,4,10,40,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,2024-03-04
EH4JUPWUG4NUCPS8,GB,2022,4,10,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2024-03-04
P2IXFBH2BWR3RBV2,GB,2022,4,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,2,0,0,0,2024-03-04
GJ4QME383CUBNQW9,GB,2022,4,11,47,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,2,1,0,1,2024-03-04
D8VUPYPJEVNGA2CH,GB,2022,4,11,47,0,0,0,2,0,0,0,0,0,4,4,0,0,0,8,0,0,4,4,2,0,0,2024-03-04
CXF5SSLB6TTSQY9P,GB,2022,4,12,48,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,2024-03-04
GJNWWAHI0A1EVU10,GB,2022,4,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2024-03-04
ZBAXFGEROCEVIOH8,GB,2022,4,12,50,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,0,3,4,2,0,1,2024-03-04
LJG7AZJR32RUI0IF,GB,2022,4,12,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,2024-03-04
ETUK81NDJED45JO4,GB,2022,4,11,47,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,2,2,2,0,0,2024-03-04
SELHMTCSOISJLVHZ,GB,2022,4,12,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,2024-03-04
PHICWJS5R8F9ISES,GB,2022,4,11,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2024-03-04
Q5TUAOHSF03PM6OA,GB,2022,4,11,47,0,0,0,0,0,2,0,0,0,1,2,0,0,0,8,0,0,8,6,4,0,0,2024-03-04
OKB5G4876V4HVA0N,GB,2022,4,11,48,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-03-04
HF95OCDJ9Z3PT6F5,GB,2022,4,11,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,2024-03-04
WA3XY5CI4VTB6VVT,GB,2022,4,12,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2024-03-04
1DWT6RPH6TB7GUTS,GB,2022,4,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,2,0,0,2024-03-04
PDZXBQIKNR1NG2VV,GB,2022,4,10,40,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,3,3,1,0,1,2024-03-04
ZF8UYQDF3ZTDHQSL,GB,2022,4,11,46,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,2,2,2,0,0,2024-03-04
PMJS5HARFHJQWFVR,GB,2022,4,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2024-03-04
LIWG6LWROXGEDZYH,GB,2022,4,10,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2024-03-04
H753VT653LFJOKEN,GB,2022,4,11,45,1,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,2024-03-04
B0VIIDMEC86MRG8I,GB,2022,4,10,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,2024-03-04
HJQM1RKCQP6IQO56,GB,2022,4,11,47,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,2,2,0,0,0,2024-03-04
XLBT70OFL5WN85IW,GB,2022,4,11,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,3,0,0,0,2024-03-04
XQEJAFPLAXO8C9JL,GB,2022,4,10,41,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2024-03-04
AF3N5C2MAWHKU3UM,GB,2022,4,11,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2024-03-04
HGU5XD6WWZSRICDH,GB,2022,4,11,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,4,16,0,0,0,2024-03-04
CBB9EGVU5BJEFJ9T,GB,2022,4,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2024-03-04
5YD58CWPE1IALJ7F,GB,2022,4,10,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,2024-03-04
HHEKTH2ZP9E2B0LW,GB,2022,4,12,48,0,0,0,0,0,0,0,0,0,2,2,0,0,0,12,0,0,2,2,0,0,0,2024-03-04
64D8KYJEMBY9LIDS,GB,2022,4,11,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,2024-03-04
KMRPF91I4YGMEVYQ,GB,2022,4,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2024-03-04
OKEZTDQ0TYPZYBHK,GB,2022,4,12,49,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,0,2,1,1,0,0,2024-03-04
TDNVMZR65HTRI8O6,GB,2022,4,12,50,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,2024-03-04
2HI3LEMIZAT5SBO5,GB,2022,4,11,46,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2024-03-04
AN8518QLKV54LT7J,GB,2022,4,12,48,1,0,0,0,0,2,0,0,0,1,2,0,0,0,5,0,0,3,1,1,0,0,2024-03-04
S4WE4Q6NE0H7XSEH,GB,2022,4,11,46,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2024-03-04
ALPIYBEZ5GLN8LN4,GB,2022,4,10,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,1,1,0,1,2024-03-04
QRB3CVIEFRKEUPWW,GB,2022,4,12,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2024-03-04
9R6KT93N7L2IRXM4,GB,2022,4,11,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,4,0,0,0,2024-03-04
0M4GX4BN3MWZ67FV,GB,2022,4,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2024-03-04
WI2NY1CSGSITPO7I,GB,2022,4,11,46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,0,0,2024-03-04
5NVTUUW73MXOLTCO,GB,2022,4,11,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-04
H4I3KI6L0U8C5QJ2,GB,2022,4,11,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,3,0,0,0,2024-03-04
0AJN26QLBFU0BCK1,GB,2022,4,12,48,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,4,4,0,0,0,2024-03-04
5C91TE8GG21YP2UO,GB,2022,4,11,47,1,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,2,2,2,0,0,2024-03-04
I2BDOZUC7QRO732D,GB,2022,4,11,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2024-03-04
Z9OYCFARZCLQFPAN,GB,2022,4,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2024-03-04
MI1HCRARQFZDGCME,GB,2022,4,11,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,2,3,2,0,0,2024-03-04
KYQ96NALJJYLGLJX,GB,2022,4,11,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2024-03-04
EDTAWUEEL4GUKPJE,GB,2022,4,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-03-04
8VZ02B5OJRT8X7HT,GB,2022,4,12,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2024-03-04
MPGNHQ3QAHRGORFT,GB,2022,4,12,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2024-03-04
3AD2TI5CWRIEL1BB,GB,2022,4,11,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2024-03-04
21B593XIP1RW3GVE,GB,2022,4,11,46,1,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,2024-03-04
IIZQZPWCS7INIUTH,GB,2022,4,11,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,5,0,0,0,2024-03-04
VR3TJ6HT1XDVKILD,GB,2022,4,12,50,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2024-03-04
RU8NKHA1ORXNGK7C,GB,2022,4,11,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2024-03-04
V7SW5I3N2JJN9N1X,GB,2022,4,11,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2024-03-04
5C6G0SRAMB9Z0ATR,GB,2022,4,10,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2024-03-04
GE99OEPRUXW93ZYD,GB,2022,4,11,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,1,2024-03-04
I8M0KM3RJWKPDV5J,GB,2022,4,10,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,0,0,0,2024-03-04
1ACAE6C5-5297-F2F2-BFAB-4C08262CD542,GB,2022,4,10,43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-04
9KHOFM4XETEE0XZN,GB,2022,4,10,42,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,4,0,0,0,0,2024-03-04
2MWS8MP477MQFT09,GB,2022,4,12,52,0,0,1,0,0,5,1,0,0,2,3,0,0,0,3,0,0,3,3,1,2,0,2024-03-04
1H5USRNIYSI57CN3,GB,2022,4,11,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,2,0,0,0,2024-03-04
QOZ9K0T1A24F60G4,GB,2022,4,11,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-04
KTCTDT8X6IKNMPPU,GB,2022,4,10,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2024-03-04
5I31M35FU1W541CW,GB,2022,4,10,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,5,6,2,0,0,2024-03-04
3N3GKZ8RVKF3ZJ8D,GB,2022,4,10,42,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,2024-03-04
516PABAEDMA4V7HT,GB,2022,4,10,40,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,20,0,9,8,1,0,4,2024-03-04
TSO2DI40ELU7555P,GB,2022,4,11,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2024-03-04
7IQE09X0PGM6HGV6,GB,2022,4,10,42,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,4,6,4,0,0,2024-03-04
VL1ZIFMA6386YZ67,GB,2022,4,12,52,2,0,0,0,0,2,0,0,0,2,4,0,0,0,6,0,0,4,4,4,2,0,2024-03-04
6S3NL4SFMA944ONU,GB,2022,4,12,50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-04
HIL9OVZLGAJG99LE,GB,2022,4,11,47,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,2024-03-04
COR4RKJLSWTSPVXV,GB,2022,4,11,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,0,0,2,2024-03-04
